1	6
2	5
3	6
4	4
5	4
6	5
7	4
8	5
9	5
10	4
11	5
12	4
13	4
14	4
15	5
16	4
17	4
18	4
19	4
20	3
21	4
22	4
23	3
24	3
25	3
26	4
27	3
28	3
29	5
30	4
31	3
32	3
33	3
34	4
35	5
36	4
37	3
38	2
39	2
40	3
41	2
42	2
43	2
44	2
45	2
46	3
47	2
48	3
49	2
50	2
51	4
52	4
53	2
54	2
55	3
56	2
57	3
58	2
59	2
60	2
61	1
62	1
63	1
64	1
65	2
66	2
67	1
68	1
69	2
70	1
71	2
72	1
73	2
74	2
75	2
76	2
77	1
78	2
79	1
80	2
81	1
82	2
83	2
84	3
85	1
86	2
87	1
88	1
89	1
90	1
91	0
92	0
93	0
94	0
95	1
96	1
97	0
98	0
99	1
100	0
101	0
102	0
103	0
104	1
105	0
106	0
107	1
108	0
109	0
110	0
111	1
112	1
113	0
114	1
115	0
116	0
117	0
118	1
119	0
120	1
121	0
122	1
123	0
124	0
125	1
126	0
127	0
128	0
129	1
130	0
131	2
132	0
